"date","Dengue","Zika","Chicungunya","Varicela"
2023-03-27,509622.621874535,NA,NA,580473.30743709
2023-04-03,509937.322736953,NA,NA,580473.30743709
2023-04-10,510250.78841539,NA,NA,580473.30743709
2023-04-17,510563.022239428,NA,NA,580473.30743709
2023-04-24,510874.027543462,NA,NA,580473.30743709
2023-05-01,511183.807666553,NA,NA,580473.30743709
2023-05-08,511492.365952272,NA,NA,580473.30743709
2023-05-15,511799.705748549,NA,NA,580473.30743709
2023-05-22,512105.830407523,NA,NA,580473.30743709
2023-05-29,512410.743285393,NA,NA,580473.30743709
2023-06-05,512714.447742269,NA,NA,580473.30743709
2023-06-12,513016.947142027,NA,NA,580473.30743709
2023-06-19,513318.244852159,NA,NA,580473.30743709
2023-06-26,513618.344243634,NA,NA,580473.30743709
2023-07-03,513917.24869075,NA,NA,580473.30743709
2023-07-10,514214.961570993,NA,NA,580473.30743709
2023-07-17,514511.486264897,NA,NA,580473.30743709
2023-07-24,514806.826155899,NA,NA,580473.30743709
2023-07-31,515100.984630207,NA,NA,580473.30743709
2023-08-07,515393.965076657,NA,NA,580473.30743709
2023-08-14,515685.770886576,NA,NA,580473.30743709
2023-08-21,515976.405453648,NA,NA,580473.30743709
2023-08-28,516265.872173781,NA,NA,580473.30743709
2023-09-04,516554.174444968,NA,NA,580473.30743709
2023-09-11,516841.31566716,NA,NA,580473.30743709
2023-09-18,517127.299242132,NA,NA,580473.30743709
2023-09-25,517412.128573352,NA,NA,580473.30743709
2023-10-02,517695.807065855,NA,NA,580473.30743709
2023-10-09,517978.33812611,NA,NA,580473.30743709
2023-10-16,518259.725161898,NA,NA,580473.30743709
2023-10-23,518539.971582185,NA,NA,580473.30743709
2023-10-30,518819.080796992,NA,NA,580473.30743709
2023-11-06,519097.05621728,NA,NA,580473.30743709
2023-11-13,519373.901254821,NA,NA,580473.30743709
2023-11-20,519649.619322076,NA,NA,580473.30743709
2023-11-27,519924.21383208,NA,NA,580473.30743709
2023-12-04,520197.688198317,NA,NA,580473.30743709
2023-12-11,520470.045834607,NA,NA,580473.30743709
2023-12-18,520741.290154981,NA,NA,580473.30743709
2023-12-25,521011.424573575,NA,NA,NA
